,from,to,database,source
572,Calr,Tap2,omnipath,omnipath
573,Calr,Tshr,omnipath,omnipath
574,Camp,Egfr,omnipath,omnipath
575,Camp,Fpr2,omnipath,omnipath
576,Camp,Fpr3,omnipath,omnipath
577,Camp,Igf1r,omnipath,omnipath
578,Camp,P2rx7,omnipath,omnipath
579,Car12,Siglech,omnipath,omnipath
580,Car12,Siglecf,omnipath,omnipath
581,Car12,Cd33,omnipath,omnipath
582,Cck,Cckar,omnipath,omnipath
583,Cck,Cckbr,omnipath,omnipath
584,Ccl1,Ackr1,omnipath,omnipath
585,Ccl1,Ackr2,nichenet_verschueren,nichenet_verschueren
586,Ccl1,Ccr1,omnipath,omnipath
587,Ccl1,Ccr1l1,omnipath,omnipath
588,Ccl1,Ccr2,nichenet_verschueren,nichenet_verschueren
589,Ccl1,Ccr3,nichenet_verschueren,nichenet_verschueren
590,Ccl1,Ccr5,nichenet_verschueren,nichenet_verschueren
591,Ccl1,Ccr8,omnipath,omnipath
592,Ccl11,Ackr1,omnipath,omnipath
593,Ccl11,Ackr2,omnipath,omnipath
594,Ccl11,Ackr4,omnipath,omnipath
595,Ccl11,Ccr2,omnipath,omnipath
596,Ccl11,Ccr3,omnipath,omnipath
597,Ccl11,Ccr5,omnipath,omnipath
598,Ccl11,Cxcr3,omnipath,omnipath
599,Ccl11,Dpp4,omnipath,omnipath
600,Ccl12,Ackr1,omnipath,omnipath
601,Ccl12,Ackr2,omnipath,omnipath
602,Ccl12,Ackr4,omnipath,omnipath
603,Ccl12,Ccr1,omnipath,omnipath
604,Ccl12,Ccr1l1,omnipath,omnipath
605,Ccl12,Ccr10,omnipath,omnipath
606,Ccl12,Ccr2,omnipath,omnipath
607,Ccl12,Ccr3,omnipath,omnipath
608,Ccl12,Ccr4,omnipath,omnipath
609,Ccl12,Ccr4,nichenet_verschueren,nichenet_verschueren
610,Ccl12,Ccr5,omnipath,omnipath
611,Ccl12,Ccr8,nichenet_verschueren,nichenet_verschueren
612,Ccl17,Ackr1,omnipath,omnipath
613,Ccl17,Ackr2,omnipath,omnipath
614,Ccl17,Ccr4,omnipath,omnipath
615,Ccl17,Ccr8,omnipath,omnipath
616,Ccl19,Ackr2,omnipath,omnipath
617,Ccl19,Ackr4,omnipath,omnipath
618,Ccl19,Ccr10,omnipath,omnipath
619,Ccl19,Ccr7,omnipath,omnipath
620,Ccl19,Ccrl2,omnipath,omnipath
621,Ccl19,Cxcr3,omnipath,omnipath
622,Ccl19-ps1,Ackr2,omnipath,omnipath
623,Ccl19-ps1,Ackr4,omnipath,omnipath
624,Ccl19-ps1,Ccr10,omnipath,omnipath
625,Ccl19-ps1,Ccr7,omnipath,omnipath
626,Ccl19-ps1,Ccrl2,omnipath,omnipath
627,Ccl19-ps1,Cxcr3,omnipath,omnipath
628,Ccl2,Ackr1,omnipath,omnipath
629,Ccl2,Ackr2,omnipath,omnipath
630,Ccl2,Ackr4,omnipath,omnipath
631,Ccl2,Ccr1,omnipath,omnipath
632,Ccl2,Ccr1l1,omnipath,omnipath
633,Ccl2,Ccr2,omnipath,omnipath
634,Ccl2,Ccr3,omnipath,omnipath
635,Ccl2,Ccr5,omnipath,omnipath
636,Ccl2,Cxcr3,omnipath,omnipath
637,Ccl20,Ackr4,omnipath,omnipath
638,Ccl20,Ccr6,omnipath,omnipath
639,Ccl20,Cxcr3,omnipath,omnipath
640,Ccl21a,Ackr2,omnipath,omnipath
641,Ccl21a,Ackr4,omnipath,omnipath
642,Ccl21a,Ccr7,omnipath,omnipath
643,Ccl21a,Cxcr3,omnipath,omnipath
644,Ccl21b,Ackr2,omnipath,omnipath
645,Ccl21b,Ackr4,omnipath,omnipath
646,Ccl21b,Ccr7,omnipath,omnipath
647,Ccl21b,Cxcr3,omnipath,omnipath
648,Ccl21d,Ackr2,omnipath,omnipath
649,Ccl21d,Ackr4,omnipath,omnipath
650,Ccl21d,Ccr7,omnipath,omnipath
651,Ccl21d,Cxcr3,omnipath,omnipath
652,Ccl22,Ackr1,omnipath,omnipath
653,Ccl22,Ackr2,omnipath,omnipath
654,Ccl22,Ccr4,omnipath,omnipath
655,Ccl22,Ccr7,omnipath,omnipath
656,Ccl22,Dpp4,omnipath,omnipath
657,Ccl24,Ackr2,omnipath,omnipath
658,Ccl24,Ccr2,omnipath,omnipath
659,Ccl24,Ccr3,omnipath,omnipath
660,Ccl25,Ackr2,omnipath,omnipath
661,Ccl25,Ackr4,omnipath,omnipath
662,Ccl25,Ccr10,omnipath,omnipath
663,Ccl25,Ccr9,omnipath,omnipath
664,Ccl26,Ccr3,nichenet_verschueren,nichenet_verschueren
665,Ccl26,Ccr2,nichenet_verschueren,nichenet_verschueren
666,Ccl27a,Ackr2,omnipath,omnipath
667,Ccl27a,Adra2a,omnipath,omnipath
668,Ccl27a,Ccr10,omnipath,omnipath
669,Ccl27a,Grm7,omnipath,omnipath
670,Ccl27a,Mtnr1a,omnipath,omnipath
671,Ccl27b,Ackr2,omnipath,omnipath
672,Ccl27b,Adra2a,omnipath,omnipath
673,Ccl27b,Ccr10,omnipath,omnipath
674,Ccl27b,Grm7,omnipath,omnipath
675,Ccl27b,Mtnr1a,omnipath,omnipath
676,Ccl28,Ackr2,omnipath,omnipath
677,Ccl28,Ackr4,omnipath,omnipath
678,Ccl28,Adra2a,omnipath,omnipath
679,Ccl28,Ccr10,omnipath,omnipath
680,Ccl28,Ccr3,omnipath,omnipath
681,Ccl28,Grm7,omnipath,omnipath
682,Ccl28,Mtnr1a,omnipath,omnipath
683,Ccl3,Ackr1,omnipath,omnipath
684,Ccl3,Ackr2,omnipath,omnipath
685,Ccl3,Ccr1,omnipath,omnipath
686,Ccl3,Ccr1,nichenet_verschueren,nichenet_verschueren
687,Ccl3,Ccr1l1,omnipath,omnipath
688,Ccl3,Ccr1l1,nichenet_verschueren,nichenet_verschueren
689,Ccl3,Ccr3,omnipath,omnipath
690,Ccl3,Ccr4,omnipath,omnipath
691,Ccl3,Ccr5,nichenet_verschueren,nichenet_verschueren
692,Ccl3,Ccr5,omnipath,omnipath
693,Ccl3,Ccr8,omnipath,omnipath
694,Ccl4,Ackr2,omnipath,omnipath
695,Ccl4,Ackr2,nichenet_verschueren,nichenet_verschueren
696,Ccl4,Ccr1,omnipath,omnipath
697,Ccl4,Ccr1,nichenet_verschueren,nichenet_verschueren
698,Ccl4,Ccr1l1,omnipath,omnipath
699,Ccl4,Ccr1l1,nichenet_verschueren,nichenet_verschueren
700,Ccl4,Ccr3,omnipath,omnipath
701,Ccl4,Ccr5,omnipath,omnipath
702,Ccl4,Ccr5,nichenet_verschueren,nichenet_verschueren
703,Ccl4,Ccr8,omnipath,omnipath
704,Ccl4,Ccr8,nichenet_verschueren,nichenet_verschueren
705,Ccl5,Ackr1,omnipath,omnipath
706,Ccl5,Ackr2,omnipath,omnipath
707,Ccl5,Ccr1,omnipath,omnipath
708,Ccl5,Ccr1l1,omnipath,omnipath
709,Ccl5,Ccr3,omnipath,omnipath
710,Ccl5,Ccr4,omnipath,omnipath
711,Ccl5,Ccr5,omnipath,omnipath
712,Ccl5,Cxcr3,omnipath,omnipath
713,Ccl5,Gpr75,omnipath,omnipath
714,Ccl5,Sdc1,omnipath,omnipath
715,Ccl5,Sdc4,omnipath,omnipath
716,Ccl6,Ackr2,omnipath,omnipath
717,Ccl6,Ccr1,omnipath,omnipath
718,Ccl6,Ccr1l1,omnipath,omnipath
719,Ccl6,Ccr3,omnipath,omnipath
720,Ccl6,Fpr2,omnipath,omnipath
721,Ccl6,Fpr3,omnipath,omnipath
722,Ccl7,Ackr1,omnipath,omnipath
723,Ccl7,Ackr2,omnipath,omnipath
724,Ccl7,Ackr4,omnipath,omnipath
725,Ccl7,Ccr1,omnipath,omnipath
726,Ccl7,Ccr1l1,omnipath,omnipath
727,Ccl7,Ccr10,omnipath,omnipath
728,Ccl7,Ccr2,omnipath,omnipath
729,Ccl7,Ccr3,omnipath,omnipath
730,Ccl7,Ccr5,omnipath,omnipath
731,Ccl7,Cxcr3,omnipath,omnipath
732,Ccl8,Ackr1,omnipath,omnipath
733,Ccl8,Ackr2,nichenet_verschueren,nichenet_verschueren
734,Ccl8,Ccr1,omnipath,omnipath
735,Ccl8,Ccr1l1,omnipath,omnipath
736,Ccl8,Ccr2,nichenet_verschueren,nichenet_verschueren
737,Ccl8,Ccr3,nichenet_verschueren,nichenet_verschueren
738,Ccl8,Ccr5,nichenet_verschueren,nichenet_verschueren
739,Ccl8,Ccr8,omnipath,omnipath
740,Ccl9,Ackr2,omnipath,omnipath
741,Ccl9,Ccr1,omnipath,omnipath
742,Ccl9,Ccr1l1,omnipath,omnipath
743,Ccl9,Ccr3,omnipath,omnipath
744,Ccl9,Fpr2,omnipath,omnipath
745,Ccl9,Fpr3,omnipath,omnipath
746,Ccn1,Itga2b,omnipath,omnipath
747,Ccn1,Itga5,omnipath,omnipath
748,Ccn1,Itga6,omnipath,omnipath
749,Ccn1,Itgad,omnipath,omnipath
750,Ccn1,Itgam,omnipath,omnipath
751,Ccn1,Gm49368,omnipath,omnipath
752,Ccn1,Itgav,omnipath,omnipath
753,Ccn1,Itgb1,omnipath,omnipath
754,Ccn1,Itgb2,omnipath,omnipath
755,Ccn1,Itgb2l,omnipath,omnipath
756,Ccn1,Itgb3,omnipath,omnipath
757,Ccn1,Itgb5,omnipath,omnipath
758,Ccn1,Sdc4,omnipath,omnipath
759,Ccn1,Tlr2,omnipath,omnipath
760,Ccn1,Tlr4,omnipath,omnipath
761,Ccn2,Erbb4,omnipath,omnipath
762,Ccn2,Fgfr2,omnipath,omnipath
763,Ccn2,Igf2r,omnipath,omnipath
764,Ccn2,Itga5,omnipath,omnipath
765,Ccn2,Itgam,omnipath,omnipath
766,Ccn2,Gm49368,omnipath,omnipath
767,Ccn2,Itgb2,omnipath,omnipath
768,Ccn2,Itgb2l,omnipath,omnipath
769,Ccn2,Lrp1,omnipath,omnipath
770,Ccn2,Lrp6,omnipath,omnipath
771,Ccn2,Ntrk1,omnipath,omnipath
772,Ccn3,Notch1,omnipath,omnipath
773,Ccn3,Plxna1,omnipath,omnipath
774,Ccn4,Itga5,omnipath,omnipath
775,Ccn4,Itgb1,omnipath,omnipath
776,Ccn6,Sorl1,omnipath,omnipath
777,Cd14,Plxnd1,nichenet_verschueren,nichenet_verschueren
778,Cd160,Tnfrsf14,omnipath,omnipath
779,Cd2,Cd53,omnipath,omnipath
780,Cd2,Nlgn3,omnipath,omnipath
781,Cd200,Cd200r1,omnipath,omnipath
782,Cd200,Cd200r4,omnipath,omnipath
783,Cd200,Cd200r2,omnipath,omnipath
784,Cd200,Cd200r3,omnipath,omnipath
785,Cd209a,Ceacam1,omnipath,omnipath
786,Cd209a,Ceacam2,omnipath,omnipath
787,Cd209b,Ceacam1,omnipath,omnipath
788,Cd209b,Ceacam2,omnipath,omnipath
789,Cd209c,Ceacam1,omnipath,omnipath
790,Cd209c,Ceacam2,omnipath,omnipath
791,Cd209d,Ceacam1,omnipath,omnipath
792,Cd209d,Ceacam2,omnipath,omnipath
793,Cd209e,Ceacam1,omnipath,omnipath
794,Cd209e,Ceacam2,omnipath,omnipath
795,Cd22,Igsf21,omnipath,omnipath
796,Cd22,Ptprc,omnipath,omnipath
797,Cd226,Mcam,nichenet_verschueren,nichenet_verschueren
798,Cd226,Nectin2,omnipath,omnipath
799,Cd226,Pvr,omnipath,omnipath
800,Cd244a,Cd79b,nichenet_verschueren,nichenet_verschueren
801,Cd244a,Csf3r,nichenet_verschueren,nichenet_verschueren
802,Cd244a,Iyd,omnipath,omnipath
803,Cd244a,Lat,omnipath,omnipath
804,Cd244a,Muc15,omnipath,omnipath
805,Cd24a,Selp,nichenet_verschueren,nichenet_verschueren
806,Cd274,Cd80,omnipath,omnipath
807,Cd274,Epha3,nichenet_verschueren,nichenet_verschueren
808,Cd274,Pdcd1,omnipath,omnipath
809,Cd28,Cd247,omnipath,omnipath
810,Cd28,Cd4,omnipath,omnipath
811,Cd28,Cd80,omnipath,omnipath
812,Cd28,Cd86,omnipath,omnipath
813,Cd28,Tmem95,omnipath,omnipath
814,Cd300a,Igsf5,nichenet_verschueren,nichenet_verschueren
815,Cd300c,Igsf5,nichenet_verschueren,nichenet_verschueren
816,Cd300c,Ntng1,nichenet_verschueren,nichenet_verschueren
817,Cd300c,Ptpro,nichenet_verschueren,nichenet_verschueren
818,Cd300c2,Igsf5,nichenet_verschueren,nichenet_verschueren
819,Cd300c2,Ntng1,nichenet_verschueren,nichenet_verschueren
820,Cd300c2,Ptpro,nichenet_verschueren,nichenet_verschueren
821,Cd300ld2,Flt1,nichenet_verschueren,nichenet_verschueren
822,Cd300ld2,Igsf5,nichenet_verschueren,nichenet_verschueren
823,Cd300ld3,Flt1,nichenet_verschueren,nichenet_verschueren
824,Cd300ld3,Igsf5,nichenet_verschueren,nichenet_verschueren
825,Cd300ld4,Flt1,nichenet_verschueren,nichenet_verschueren
826,Cd300ld4,Igsf5,nichenet_verschueren,nichenet_verschueren
827,Cd300ld5,Flt1,nichenet_verschueren,nichenet_verschueren
828,Cd300ld5,Igsf5,nichenet_verschueren,nichenet_verschueren
829,Cd300lf,Flt1,nichenet_verschueren,nichenet_verschueren
830,Cd300lf,Igsf5,nichenet_verschueren,nichenet_verschueren
831,Cd320,Igsf5,omnipath,omnipath
832,Cd320,Jaml,omnipath,omnipath
833,Cd320,Lrpap1,nichenet_verschueren,nichenet_verschueren
834,Cd320,Ror2,nichenet_verschueren,nichenet_verschueren
835,Cd320,Siglece,nichenet_verschueren,nichenet_verschueren
836,Cd320,Tmem167,omnipath,omnipath
837,Cd33,Cd4,nichenet_verschueren,nichenet_verschueren
838,Cd33,Kir3dl2,omnipath,omnipath
839,Cd33,Kir3dl1,omnipath,omnipath
840,Cd33,Ncr1,omnipath,omnipath
841,Cd34,Nectin3,omnipath,omnipath
842,Cd34,Nectin4,omnipath,omnipath
843,Cd34,Sele,omnipath,omnipath
844,Cd34,Sell,omnipath,omnipath
845,Cd34,Selp,omnipath,omnipath
846,Cd38,Pecam1,omnipath,omnipath
847,Cd40,Cd40lg,nichenet_verschueren,nichenet_verschueren
848,Cd40lg,Cd40,omnipath,omnipath
849,Cd40lg,Itga2b,omnipath,omnipath
850,Cd40lg,Itga5,omnipath,omnipath
851,Cd40lg,Itgam,omnipath,omnipath
852,Cd40lg,Gm49368,omnipath,omnipath
853,Cd40lg,Itgb1,omnipath,omnipath
854,Cd40lg,Itgb2,omnipath,omnipath
855,Cd40lg,Itgb2l,omnipath,omnipath
856,Cd40lg,Itgb3,omnipath,omnipath
857,Cd44,Acvr2b,omnipath,omnipath
858,Cd44,Cldn7,omnipath,omnipath
859,Cd44,Epcam,omnipath,omnipath
860,Cd44,Has2,omnipath,omnipath
861,Cd44,Sele,omnipath,omnipath
862,Cd47,Pcsk4,omnipath,omnipath
863,Cd47,Scn1b,omnipath,omnipath
864,Cd47,Siglec1,omnipath,omnipath
865,Cd47,Sirpa,omnipath,omnipath
866,Cd47,Gm9733,omnipath,omnipath
867,Cd47,Sirpb1a,omnipath,omnipath
868,Cd47,Sirpb1c,omnipath,omnipath
869,Cd47,Gm5150,omnipath,omnipath
870,Cd47,Sirpb1b,omnipath,omnipath
871,Cd48,Cd2,omnipath,omnipath
872,Cd48,Cd244a,omnipath,omnipath
873,Cd48,Pdcd1,omnipath,omnipath
874,Cd52,Siglecg,omnipath,omnipath
875,Cd55,Adgre5,omnipath,omnipath
876,Cd55,Cr1l,omnipath,omnipath
877,Cd55b,Adgre5,omnipath,omnipath
878,Cd55b,Cr1l,omnipath,omnipath
879,Cd59a,Cd2,omnipath,omnipath
880,Cd59a,Siglec1,omnipath,omnipath
881,Cd59a,Stab1,omnipath,omnipath
882,Cd59b,Cd2,omnipath,omnipath
883,Cd59b,Siglec1,omnipath,omnipath
884,Cd59b,Stab1,omnipath,omnipath
885,Cd5l,Cd5,omnipath,omnipath
886,Cd6,Alcam,omnipath,omnipath
887,Cd6,Dag1,omnipath,omnipath
888,Cd6,Siglecf,omnipath,omnipath
889,Cd6,Siglece,omnipath,omnipath
890,Cd7,Adam15,omnipath,omnipath
891,Cd70,Cd27,omnipath,omnipath
892,Cd72,Cd5,omnipath,omnipath
893,Cd72,Ncam2,omnipath,omnipath
894,Cd72,Sema4d,omnipath,omnipath
895,Cd79b,Cd244a,nichenet_verschueren,nichenet_verschueren
896,Cd79b,Igsf21,nichenet_verschueren,nichenet_verschueren
897,Cd79b,Kremen1,nichenet_verschueren,nichenet_verschueren
898,Cd79b,Ntm,nichenet_verschueren,nichenet_verschueren
899,Cd80,Cd274,nichenet_verschueren,nichenet_verschueren
900,Cd80,Cd28,omnipath,omnipath
901,Cd80,Ctla4,omnipath,omnipath
902,Cd80,Ngfr,omnipath,omnipath
903,Cd82,Cd37,omnipath,omnipath
904,Cd82,Itgb2,omnipath,omnipath
905,Cd82,Itgb2l,omnipath,omnipath
906,Cd86,Cd28,omnipath,omnipath
907,Cd86,Ctla4,omnipath,omnipath
908,Cd9,Adam2,omnipath,omnipath
909,Cd9,Cd36,omnipath,omnipath
910,Cd9,Cldn1,omnipath,omnipath
911,Cd9,Igsf8,omnipath,omnipath
912,Cd9,Kit,omnipath,omnipath
913,Cd96,Nectin1,omnipath,omnipath
914,Cd96,Nectin2,omnipath,omnipath
915,Cd96,Pvr,omnipath,omnipath
916,Cd99,Cd99,nichenet_verschueren,nichenet_verschueren
917,Cdcp1,Egfr,omnipath,omnipath
918,Cdh1,Cdh1,nichenet_verschueren,nichenet_verschueren
919,Cdh1,Egfr,omnipath,omnipath
920,Cdh1,Igf1r,omnipath,omnipath
921,Cdh1,Itgae,omnipath,omnipath
922,Cdh1,Itgb7,omnipath,omnipath
923,Cdh1,Klrg1,omnipath,omnipath
924,Cdh1,Ptprf,omnipath,omnipath
925,Cdh1,Ptprm,omnipath,omnipath
926,Cdh13,Ncam2,nichenet_verschueren,nichenet_verschueren
927,Cdh15,Cdh15,nichenet_verschueren,nichenet_verschueren
928,Cdh15,Cdon,omnipath,omnipath
929,Cdh2,Cdh2,nichenet_verschueren,nichenet_verschueren
930,Cdh2,Cdon,omnipath,omnipath
931,Cdh3,Cdh3,nichenet_verschueren,nichenet_verschueren
932,Cdh4,Cdh4,nichenet_verschueren,nichenet_verschueren
933,Cdh5,Cdh5,nichenet_verschueren,nichenet_verschueren
934,Cdh6,Cntn1,omnipath,omnipath
935,Cdh6,Ptgfrn,omnipath,omnipath
936,Cdh9,Gm36028,omnipath,omnipath
937,Cdhr2,Cd3d,nichenet_verschueren,nichenet_verschueren
938,Cdhr2,Kirrel,omnipath,omnipath
939,Cdhr2,Unc5a,omnipath,omnipath
940,Ceacam1,Cd209e,omnipath,omnipath
941,Ceacam1,Cd209c,omnipath,omnipath
942,Ceacam1,Cd209b,omnipath,omnipath
943,Ceacam1,Cd209a,omnipath,omnipath
944,Ceacam1,Cd209d,omnipath,omnipath
945,Ceacam1,Egfr,omnipath,omnipath
946,Ceacam1,Havcr2,omnipath,omnipath
947,Ceacam1,Sele,omnipath,omnipath
948,Ceacam10,Lilra6,omnipath,omnipath
949,Ceacam11,Lilra6,omnipath,omnipath
950,Ceacam12,Lilra6,omnipath,omnipath
951,Ceacam13,Lilra6,omnipath,omnipath
952,Ceacam14,Lilra6,omnipath,omnipath
953,Ceacam15,Lilra6,omnipath,omnipath
954,Ceacam2,Cd209e,omnipath,omnipath
955,Ceacam2,Cd209c,omnipath,omnipath
956,Ceacam2,Cd209b,omnipath,omnipath
957,Ceacam2,Cd209a,omnipath,omnipath
958,Ceacam2,Cd209d,omnipath,omnipath
959,Ceacam2,Egfr,omnipath,omnipath
960,Ceacam2,Havcr2,omnipath,omnipath
961,Ceacam2,Sele,omnipath,omnipath
962,Ceacam20,Vsig8,omnipath,omnipath
963,Ceacam3,Lilra6,omnipath,omnipath
964,Ceacam5,Lilra6,omnipath,omnipath
965,Ceacam9,Lilra6,omnipath,omnipath
966,Cel,Cxcr4,omnipath,omnipath
967,Cer1,Mrc2,omnipath,omnipath
968,Cfap54,Cadm3,nichenet_verschueren,nichenet_verschueren
969,Cfc1,Acvr1b,omnipath,omnipath
970,Cfc1,Acvr2a,omnipath,omnipath
971,Cfd,Cfb,omnipath,omnipath
972,Cfh,Cfb,omnipath,omnipath
973,Cfh,Itgam,omnipath,omnipath
974,Cfh,Gm49368,omnipath,omnipath
975,Cfh,Sell,omnipath,omnipath
976,Cfp,Ncr1,omnipath,omnipath
977,Cga,Adcyap1r1,omnipath,omnipath
978,Cga,Adrb2,omnipath,omnipath
979,Cga,Adrb3,omnipath,omnipath
980,Cga,Fshr,omnipath,omnipath
981,Cga,Gpr20,omnipath,omnipath
982,Cga,Gpr84,omnipath,omnipath
983,Cga,Lhcgr,omnipath,omnipath
984,Cga,Pth1r,omnipath,omnipath
985,Cga,Ramp2,omnipath,omnipath
986,Cga,Ramp3,omnipath,omnipath
987,Cga,Tshr,omnipath,omnipath
988,Cga,Vipr1,omnipath,omnipath
989,Chad,Itga2,omnipath,omnipath
990,Chad,Itgb1,omnipath,omnipath
991,Chl1,Cntn1,nichenet_verschueren,nichenet_verschueren
992,Chl1,Cntn5,nichenet_verschueren,nichenet_verschueren
993,Chl1,Sirpa,omnipath,omnipath
994,Chl1,Tmem132a,omnipath,omnipath
995,Cib1,Itga2b,omnipath,omnipath
996,Cib1,Itgb3,omnipath,omnipath
997,Cklf,Ccr4,omnipath,omnipath
998,Cklf,Lrp6,omnipath,omnipath
999,Clcf1,Cntfr,omnipath,omnipath
1000,Clcf1,Crlf1,omnipath,omnipath
1001,Clcf1,Il6st,omnipath,omnipath
1002,Clcf1,Lifr,omnipath,omnipath
1003,Clcf1,Sorl1,omnipath,omnipath
1004,Cldn1,Cldn2,omnipath,omnipath
1005,Cldn1,Mmp2,omnipath,omnipath
1006,Cldn11,Cldn11,nichenet_verschueren,nichenet_verschueren
1007,Cldn14,Cldn16,omnipath,omnipath
1008,Cldn16,Cldn19,omnipath,omnipath
1009,Cldn19,Cldn6,omnipath,omnipath
1010,Cldn19,Cldn7,omnipath,omnipath
1011,Cldn19,Cldn8,omnipath,omnipath
1012,Cldn19,Cldn9,omnipath,omnipath
1013,Cldn2,Cldn3,omnipath,omnipath
1014,Cldn24,Cldn24,nichenet_verschueren,nichenet_verschueren
1015,Cldn3,Cldn1,omnipath,omnipath
1016,Clec11a,Itga10,omnipath,omnipath
1017,Clec11a,Itga11,omnipath,omnipath
1018,Clec11a,Itgb1,omnipath,omnipath
1019,Clec11a,Kit,omnipath,omnipath
1020,Clec2d,Klrb1,omnipath,omnipath
1021,Clec2d,Klrb1a,omnipath,omnipath
1022,Clec2d,Klrb1c,omnipath,omnipath
1023,Clec2d,Klrb1b,omnipath,omnipath
1024,Clec2d,Klrb1f,omnipath,omnipath
1025,Clec2e,Klrb1,omnipath,omnipath
1026,Clec2e,Klrb1a,omnipath,omnipath
1027,Clec2e,Klrb1c,omnipath,omnipath
1028,Clec2e,Klrb1b,omnipath,omnipath
1029,Clec2e,Klrb1f,omnipath,omnipath
1030,Clec2f,Klrb1,omnipath,omnipath
1031,Clec2f,Klrb1a,omnipath,omnipath
1032,Clec2f,Klrb1c,omnipath,omnipath
1033,Clec2f,Klrb1b,omnipath,omnipath
1034,Clec2f,Klrb1f,omnipath,omnipath
1035,Clec2g,Klrb1,omnipath,omnipath
1036,Clec2g,Klrb1a,omnipath,omnipath
1037,Clec2g,Klrb1c,omnipath,omnipath
1038,Clec2g,Klrb1b,omnipath,omnipath
1039,Clec2g,Klrb1f,omnipath,omnipath
1040,Clec2h,Klrb1,omnipath,omnipath
1041,Clec2h,Klrb1a,omnipath,omnipath
1042,Clec2h,Klrb1c,omnipath,omnipath
1043,Clec2h,Klrb1b,omnipath,omnipath
1044,Clec2h,Klrb1f,omnipath,omnipath
1045,Clec2i,Klrb1,omnipath,omnipath
1046,Clec2i,Klrb1a,omnipath,omnipath
1047,Clec2i,Klrb1c,omnipath,omnipath
1048,Clec2i,Klrb1b,omnipath,omnipath
1049,Clec2i,Klrb1f,omnipath,omnipath
1050,Clec2l,Igsf11,nichenet_verschueren,nichenet_verschueren
1051,Clec2l,Klrb1,omnipath,omnipath
1052,Clec2l,Klrb1a,omnipath,omnipath
1053,Clec2l,Klrb1c,omnipath,omnipath
1054,Clec2l,Klrb1b,omnipath,omnipath
1055,Clec2l,Klrb1f,omnipath,omnipath
1056,Clec2l,Ncam1,nichenet_verschueren,nichenet_verschueren
1057,Clec3a,Clec10a,omnipath,omnipath
1058,Clec3a,Mgl2,omnipath,omnipath
1059,Clec4g,Lag3,omnipath,omnipath
1060,Clmp,Jaml,omnipath,omnipath
1061,Clu,Lrp2,omnipath,omnipath
1062,Clu,Trem2,omnipath,omnipath
1063,Cmtm8,Egfr,omnipath,omnipath
1064,Cnmd,Ptprd,omnipath,omnipath
1065,Cntf,Cntfr,omnipath,omnipath
1066,Cntf,Crlf1,omnipath,omnipath
1067,Cntf,Il6ra,omnipath,omnipath
1068,Cntf,Il6st,omnipath,omnipath
1069,Cntf,Lifr,omnipath,omnipath
1070,Cntn1,Chl1,omnipath,omnipath
1071,Cntn1,Fcgrt,omnipath,omnipath
1072,Cntn1,Il23r,omnipath,omnipath
1073,Cntn1,Mcam,nichenet_verschueren,nichenet_verschueren
1074,Cntn1,Nfasc,omnipath,omnipath
1075,Cntn1,Notch1,omnipath,omnipath
1076,Cntn1,Notch2,omnipath,omnipath
1077,Cntn1,Nrcam,omnipath,omnipath
1078,Cntn1,Pcdhb15,omnipath,omnipath
1079,Cntn1,Ptprz1,omnipath,omnipath
1080,Cntn1,Sgcg,omnipath,omnipath
1081,Cntn2,Cntn1,omnipath,omnipath
1082,Cntn2,Cntn2,nichenet_verschueren,nichenet_verschueren
1083,Cntn2,Cntnap2,omnipath,omnipath
1084,Cntn2,Kremen1,omnipath,omnipath
1085,Cntn2,L1cam,nichenet_verschueren,nichenet_verschueren
1086,Cntn2,Nrcam,omnipath,omnipath
1087,Cntn2,Nrp1,omnipath,omnipath
1088,Cntn3,Aplp1,nichenet_verschueren,nichenet_verschueren
1089,Cntn3,App,nichenet_verschueren,nichenet_verschueren
1090,Cntn3,Ptprg,omnipath,omnipath
1091,Cntn4,Aplp1,omnipath,omnipath
1092,Cntn4,App,omnipath,omnipath
1093,Cntn4,Lvrn,omnipath,omnipath
1094,Cntn4,Ptprg,omnipath,omnipath
1095,Cntn5,Chl1,omnipath,omnipath
1096,Cntn5,Fam187a,omnipath,omnipath
1097,Cntn5,Il1rapl1,nichenet_verschueren,nichenet_verschueren
1098,Cntn5,Il1rapl2,nichenet_verschueren,nichenet_verschueren
1099,Cntn5,Ptprg,omnipath,omnipath
1100,Cntn5,Slamf1,omnipath,omnipath
1101,Cntn5,Spaca6,omnipath,omnipath
1102,Cntn5,Tmem81,omnipath,omnipath
1103,Cntn6,Notch1,omnipath,omnipath
1104,Cntn6,Ptprg,omnipath,omnipath
1105,Col10a1,Itga1,omnipath,omnipath
1106,Col10a1,Itga10,omnipath,omnipath
1107,Col10a1,Itga11,omnipath,omnipath
1108,Col10a1,Itga2,omnipath,omnipath
1109,Col10a1,Itgb1,omnipath,omnipath
1110,Col10a1,Lair1,omnipath,omnipath
1111,Col11a1,Ddr1,omnipath,omnipath
1112,Col11a1,Itga1,omnipath,omnipath
1113,Col11a1,Itga10,omnipath,omnipath
1114,Col11a1,Itga11,omnipath,omnipath
1115,Col11a1,Itga2,omnipath,omnipath
1116,Col11a1,Itgb1,omnipath,omnipath
1117,Col11a2,Itga1,omnipath,omnipath
1118,Col11a2,Itga10,omnipath,omnipath
1119,Col11a2,Itga11,omnipath,omnipath
1120,Col11a2,Itga2,omnipath,omnipath
