dataset,platform,tool,parameter,best_value,metric_name
SD50,visium,scSLAT,pcs,10,clc
SD50,visium,Spateo_NR,knn,10,moran_I
SD50,visium,Spateo_NR,pcs,200,moran_I
SD50,visium,STalign,knn,30,moran_I
SD51,visium,STAGATE,knn,5,ari
SD51,visium,DeepST,knn,10,ari
SD51,visium,DeepST,pcs,200,ari
SD51,visium,STG3Net,knn,30,ari
SD51,visium,STG3Net,pcs,20,ari
SD51,visium,spatiAlign,knn,10,ari
SD51,visium,SEDR,knn,30,ari
SD51,visium,SEDR,pcs,20,ari
SD51,visium,CellCharter,knn,15,ari
SD51,visium,BANKSY,knn,20,ari
SD51,visium,SpaDo,knn,15,ari
SD51,visium,STAMP,knn,30,ari
SD51,visium,spCLUE,knn,10,ari
SD51,visium,spCLUE,pcs,100,ari
SD51,visium,stClinic,knn,5,ari
SD51,visium,stClinic,pcs,200,ari
SD51,visium,stMSA,knn,5,ari
SD51,visium,NicheCompass_batch,knn,30,ari
SD51,visium,STAligner,knn,5,ari
SD51,visium,SPIRAL,knn,5,ari
SD51,visium,SPACEL,knn,5,moran_I
SD51,visium,SANTO,knn,5,moran_I
SD51,visium,scSLAT,knn,30,clc
SD51,visium,scSLAT,pcs,10,clc
SD51,visium,Spateo_NR,knn,10,moran_I
SD51,visium,Spateo_NR,pcs,200,moran_I
SD51,visium,STalign,knn,30,moran_I
SD52,visium,STAGATE,knn,5,ari
SD52,visium,DeepST,knn,10,ari
SD52,visium,DeepST,pcs,200,ari
SD52,visium,STG3Net,knn,30,ari
SD52,visium,STG3Net,pcs,20,ari
SD52,visium,spatiAlign,knn,10,ari
SD52,visium,SEDR,knn,30,ari
SD52,visium,SEDR,pcs,20,ari
SD52,visium,CellCharter,knn,15,ari
SD52,visium,BANKSY,knn,20,ari
SD52,visium,SpaDo,knn,15,ari
SD52,visium,STAMP,knn,30,ari
SD52,visium,spCLUE,knn,10,ari
SD52,visium,spCLUE,pcs,100,ari
SD52,visium,stClinic,knn,5,ari
SD52,visium,stClinic,pcs,200,ari
SD52,visium,stMSA,knn,5,ari
SD52,visium,NicheCompass_batch,knn,30,ari
SD52,visium,STAligner,knn,5,ari
SD52,visium,SPIRAL,knn,5,ari
SD52,visium,SPACEL,knn,5,moran_I
SD52,visium,SANTO,knn,5,moran_I
SD52,visium,scSLAT,knn,30,clc
SD52,visium,scSLAT,pcs,10,clc
SD52,visium,Spateo_NR,knn,10,moran_I
SD52,visium,Spateo_NR,pcs,200,moran_I
SD52,visium,STalign,knn,30,moran_I
SD53,visium,STAGATE,knn,5,ari
SD53,visium,DeepST,knn,10,ari
SD53,visium,DeepST,pcs,200,ari
SD53,visium,STG3Net,knn,30,ari
SD53,visium,STG3Net,pcs,20,ari
SD53,visium,spatiAlign,knn,10,ari
SD53,visium,SEDR,knn,30,ari
SD53,visium,SEDR,pcs,20,ari
SD53,visium,CellCharter,knn,15,ari
SD53,visium,BANKSY,knn,20,ari
SD53,visium,SpaDo,knn,15,ari
SD53,visium,STAMP,knn,30,ari
SD53,visium,spCLUE,knn,10,ari
SD53,visium,spCLUE,pcs,100,ari
SD53,visium,stClinic,knn,5,ari
SD53,visium,stClinic,pcs,200,ari
SD53,visium,stMSA,knn,5,ari
SD53,visium,NicheCompass_batch,knn,30,ari
SD53,visium,STAligner,knn,5,ari
SD53,visium,SPIRAL,knn,5,ari
SD53,visium,SPACEL,knn,5,moran_I
SD53,visium,SANTO,knn,5,moran_I
SD53,visium,scSLAT,knn,30,clc
SD53,visium,scSLAT,pcs,10,clc
SD53,visium,Spateo_NR,knn,10,moran_I
SD53,visium,Spateo_NR,pcs,200,moran_I
SD53,visium,STalign,knn,30,moran_I
SD54,visium,STAGATE,knn,5,ari
SD54,visium,DeepST,knn,10,ari
SD54,visium,DeepST,pcs,200,ari
SD54,visium,STG3Net,knn,30,ari
SD54,visium,STG3Net,pcs,20,ari
SD54,visium,spatiAlign,knn,10,ari
SD54,visium,SEDR,knn,30,ari
SD54,visium,SEDR,pcs,20,ari
SD54,visium,CellCharter,knn,15,ari
SD54,visium,BANKSY,knn,20,ari
SD54,visium,SpaDo,knn,15,ari
SD54,visium,STAMP,knn,30,ari
SD54,visium,spCLUE,knn,10,ari
SD54,visium,spCLUE,pcs,100,ari
SD54,visium,stClinic,knn,5,ari
SD54,visium,stClinic,pcs,200,ari
SD54,visium,stMSA,knn,5,ari
SD54,visium,NicheCompass_batch,knn,30,ari
SD54,visium,STAligner,knn,5,ari
SD54,visium,SPIRAL,knn,5,ari
SD54,visium,SPACEL,knn,5,moran_I
SD54,visium,SANTO,knn,5,moran_I
SD54,visium,scSLAT,knn,30,clc
SD54,visium,scSLAT,pcs,10,clc
SD54,visium,Spateo_NR,knn,10,moran_I
SD54,visium,Spateo_NR,pcs,200,moran_I
SD54,visium,STalign,knn,30,moran_I
SD55,visium,STAGATE,knn,5,ari
SD55,visium,DeepST,knn,10,ari
SD55,visium,DeepST,pcs,200,ari
SD55,visium,STG3Net,knn,30,ari
SD55,visium,STG3Net,pcs,20,ari
SD55,visium,spatiAlign,knn,10,ari
SD55,visium,SEDR,knn,30,ari
SD55,visium,SEDR,pcs,20,ari
SD55,visium,CellCharter,knn,15,ari
SD55,visium,BANKSY,knn,20,ari
SD55,visium,SpaDo,knn,15,ari
SD55,visium,STAMP,knn,30,ari
SD55,visium,spCLUE,knn,10,ari
SD55,visium,spCLUE,pcs,100,ari
SD55,visium,stClinic,knn,5,ari
SD55,visium,stClinic,pcs,200,ari
SD55,visium,stMSA,knn,5,ari
SD55,visium,NicheCompass_batch,knn,30,ari
SD55,visium,STAligner,knn,5,ari
SD55,visium,SPIRAL,knn,5,ari
SD55,visium,SPACEL,knn,5,moran_I
SD55,visium,SANTO,knn,5,moran_I
SD55,visium,scSLAT,knn,30,clc
SD55,visium,scSLAT,pcs,10,clc
SD55,visium,Spateo_NR,knn,10,moran_I
SD55,visium,Spateo_NR,pcs,200,moran_I
SD55,visium,STalign,knn,30,moran_I
SD56,merfish,STAGATE,knn,20,ari
SD56,merfish,DeepST,knn,20,ari
SD56,merfish,DeepST,pcs,200,ari
SD56,merfish,STG3Net,knn,30,ari
SD56,merfish,STG3Net,pcs,30,ari
SD56,merfish,spatiAlign,knn,30,ari
SD56,merfish,SEDR,knn,20,ari
SD56,merfish,SEDR,pcs,100,ari
SD56,merfish,CellCharter,knn,10,ari
SD56,merfish,BANKSY,knn,30,ari
SD56,merfish,SpaDo,knn,15,ari
SD56,merfish,STAMP,knn,20,ari
SD56,merfish,spCLUE,knn,10,ari
SD56,merfish,spCLUE,pcs,30,ari
SD56,merfish,stClinic,knn,30,ari
SD56,merfish,stClinic,pcs,100,ari
SD56,merfish,stMSA,knn,30,ari
SD56,merfish,NicheCompass_batch,knn,15,ari
SD56,merfish,STAligner,knn,20,ari
SD56,merfish,SPIRAL,knn,10,ari
SD56,merfish,SPACEL,knn,5,moran_I
SD56,merfish,SANTO,knn,30,moran_I
SD56,merfish,scSLAT,knn,20,clc
SD56,merfish,scSLAT,pcs,10,clc
SD56,merfish,Spateo_NR,knn,20,moran_I
SD56,merfish,Spateo_NR,pcs,10,moran_I
SD56,merfish,STalign,knn,30,moran_I
SD57,merfish,STAGATE,knn,20,ari
SD57,merfish,DeepST,knn,20,ari
SD57,merfish,DeepST,pcs,200,ari
SD57,merfish,STG3Net,knn,30,ari
SD57,merfish,STG3Net,pcs,30,ari
SD57,merfish,spatiAlign,knn,30,ari
SD57,merfish,SEDR,knn,20,ari
SD57,merfish,SEDR,pcs,100,ari
SD57,merfish,CellCharter,knn,10,ari
SD57,merfish,BANKSY,knn,30,ari
SD57,merfish,SpaDo,knn,15,ari
SD57,merfish,STAMP,knn,20,ari
SD57,merfish,spCLUE,knn,10,ari
SD57,merfish,spCLUE,pcs,30,ari
SD57,merfish,stClinic,knn,30,ari
SD57,merfish,stClinic,pcs,100,ari
SD57,merfish,stMSA,knn,30,ari
SD57,merfish,NicheCompass_batch,knn,15,ari
SD57,merfish,STAligner,knn,20,ari
SD57,merfish,SPIRAL,knn,10,ari
SD57,merfish,SPACEL,knn,5,moran_I
SD57,merfish,SANTO,knn,30,moran_I
SD57,merfish,scSLAT,knn,20,clc
SD57,merfish,scSLAT,pcs,10,clc
SD57,merfish,Spateo_NR,knn,20,moran_I
SD57,merfish,Spateo_NR,pcs,10,moran_I
SD57,merfish,STalign,knn,30,moran_I
SD58,merfish,STAGATE,knn,20,ari
SD58,merfish,DeepST,knn,20,ari
SD58,merfish,DeepST,pcs,200,ari
SD58,merfish,STG3Net,knn,30,ari
SD58,merfish,STG3Net,pcs,30,ari
SD58,merfish,spatiAlign,knn,30,ari
SD58,merfish,SEDR,knn,20,ari
SD58,merfish,SEDR,pcs,100,ari
SD58,merfish,CellCharter,knn,10,ari
SD58,merfish,BANKSY,knn,30,ari
SD58,merfish,SpaDo,knn,15,ari
SD58,merfish,STAMP,knn,20,ari
SD58,merfish,spCLUE,knn,10,ari
SD58,merfish,spCLUE,pcs,30,ari
SD58,merfish,stClinic,knn,30,ari
SD58,merfish,stClinic,pcs,100,ari
SD58,merfish,stMSA,knn,30,ari
SD58,merfish,NicheCompass_batch,knn,15,ari
SD58,merfish,STAligner,knn,20,ari
SD58,merfish,SPIRAL,knn,10,ari
SD58,merfish,SPACEL,knn,5,moran_I
SD58,merfish,SANTO,knn,30,moran_I
SD58,merfish,scSLAT,knn,20,clc
SD58,merfish,scSLAT,pcs,10,clc
SD58,merfish,Spateo_NR,knn,20,moran_I
SD58,merfish,Spateo_NR,pcs,10,moran_I
SD58,merfish,STalign,knn,30,moran_I
SD59,merfish,STAGATE,knn,20,ari
SD59,merfish,DeepST,knn,20,ari
SD59,merfish,DeepST,pcs,200,ari
SD59,merfish,STG3Net,knn,30,ari
SD59,merfish,STG3Net,pcs,30,ari
SD59,merfish,spatiAlign,knn,30,ari
SD59,merfish,SEDR,knn,20,ari
SD59,merfish,SEDR,pcs,100,ari
SD59,merfish,CellCharter,knn,10,ari
SD59,merfish,BANKSY,knn,30,ari
SD59,merfish,SpaDo,knn,15,ari
SD59,merfish,STAMP,knn,20,ari
SD59,merfish,spCLUE,knn,10,ari
SD59,merfish,spCLUE,pcs,30,ari
SD59,merfish,stClinic,knn,30,ari
SD59,merfish,stClinic,pcs,100,ari
SD59,merfish,stMSA,knn,30,ari
SD59,merfish,NicheCompass_batch,knn,15,ari
SD59,merfish,STAligner,knn,20,ari
SD59,merfish,SPIRAL,knn,10,ari
SD59,merfish,SPACEL,knn,5,moran_I
SD59,merfish,SANTO,knn,30,moran_I
SD59,merfish,scSLAT,knn,20,clc
SD59,merfish,scSLAT,pcs,10,clc
SD59,merfish,Spateo_NR,knn,20,moran_I
SD59,merfish,Spateo_NR,pcs,10,moran_I
SD59,merfish,STalign,knn,30,moran_I
SD60,merfish,STAGATE,knn,20,ari
SD60,merfish,DeepST,knn,20,ari
SD60,merfish,DeepST,pcs,200,ari
SD60,merfish,STG3Net,knn,30,ari
SD60,merfish,STG3Net,pcs,30,ari
SD60,merfish,spatiAlign,knn,30,ari
SD60,merfish,SEDR,knn,20,ari
SD60,merfish,SEDR,pcs,100,ari
SD60,merfish,CellCharter,knn,10,ari
SD60,merfish,BANKSY,knn,30,ari
SD60,merfish,SpaDo,knn,15,ari
SD60,merfish,STAMP,knn,20,ari
SD60,merfish,spCLUE,knn,10,ari
SD60,merfish,spCLUE,pcs,30,ari
SD60,merfish,stClinic,knn,30,ari
SD60,merfish,stClinic,pcs,100,ari
SD60,merfish,stMSA,knn,30,ari
SD60,merfish,NicheCompass_batch,knn,15,ari
SD60,merfish,STAligner,knn,20,ari
SD60,merfish,SPIRAL,knn,10,ari
SD60,merfish,SPACEL,knn,5,moran_I
SD60,merfish,SANTO,knn,30,moran_I
SD60,merfish,scSLAT,knn,20,clc
SD60,merfish,scSLAT,pcs,10,clc
SD60,merfish,Spateo_NR,knn,20,moran_I
SD60,merfish,Spateo_NR,pcs,10,moran_I
SD60,merfish,STalign,knn,30,moran_I
